valuation_date,source,source_symbol,canonical_id,asset_class,quote_type,raw_value,conversion,factor,shift,currency,unit,entity_id,tenor,sector,region,rating,seniority,contributors
2026-07-20,DEMO_SYNTHETIC,DEMO_010-3Y,CR.CDS.DEMO_010.3Y,CREDIT,SPREAD,183.814312,bps_to_decimal,1,0,USD,DECIMAL,DEMO_010,3Y,FINANCIALS,NORTH_AMERICA,BB,SUBORDINATED,7
2026-07-20,DEMO_SYNTHETIC,DEMO_010-5Y,CR.CDS.DEMO_010.5Y,CREDIT,SPREAD,254.512125,bps_to_decimal,1,0,USD,DECIMAL,DEMO_010,5Y,FINANCIALS,NORTH_AMERICA,BB,SUBORDINATED,7
2026-07-20,DEMO_SYNTHETIC,DEMO_010-7Y,CR.CDS.DEMO_010.7Y,CREDIT,SPREAD,325.209937,bps_to_decimal,1,0,USD,DECIMAL,DEMO_010,7Y,FINANCIALS,NORTH_AMERICA,BB,SUBORDINATED,7
2026-07-20,DEMO_SYNTHETIC,DEMO_010-10Y,CR.CDS.DEMO_010.10Y,CREDIT,SPREAD,395.907750,bps_to_decimal,1,0,USD,DECIMAL,DEMO_010,10Y,FINANCIALS,NORTH_AMERICA,BB,SUBORDINATED,7
2026-07-20,DEMO_SYNTHETIC,DEMO_011-1Y,CR.CDS.DEMO_011.1Y,CREDIT,SPREAD,28.885106,bps_to_decimal,1,0,USD,DECIMAL,DEMO_011,1Y,INDUSTRIALS,EUROPE,A,SENIOR,8
2026-07-20,DEMO_SYNTHETIC,DEMO_011-3Y,CR.CDS.DEMO_011.3Y,CREDIT,SPREAD,41.722931,bps_to_decimal,1,0,USD,DECIMAL,DEMO_011,3Y,INDUSTRIALS,EUROPE,A,SENIOR,8
2026-07-20,DEMO_SYNTHETIC,DEMO_011-5Y,CR.CDS.DEMO_011.5Y,CREDIT,SPREAD,57.770213,bps_to_decimal,1,0,USD,DECIMAL,DEMO_011,5Y,INDUSTRIALS,EUROPE,A,SENIOR,8
2026-07-20,DEMO_SYNTHETIC,DEMO_011-7Y,CR.CDS.DEMO_011.7Y,CREDIT,SPREAD,73.817494,bps_to_decimal,1,0,USD,DECIMAL,DEMO_011,7Y,INDUSTRIALS,EUROPE,A,SENIOR,8
2026-07-20,DEMO_SYNTHETIC,DEMO_011-10Y,CR.CDS.DEMO_011.10Y,CREDIT,SPREAD,89.864775,bps_to_decimal,1,0,USD,DECIMAL,DEMO_011,10Y,INDUSTRIALS,EUROPE,A,SENIOR,8
2026-07-20,DEMO_SYNTHETIC,DEMO_012-1Y,CR.CDS.DEMO_012.1Y,CREDIT,SPREAD,128.081250,bps_to_decimal,1,0,USD,DECIMAL,DEMO_012,1Y,ENERGY,ASIA,BB,SUBORDINATED,3
2026-07-20,DEMO_SYNTHETIC,DEMO_012-3Y,CR.CDS.DEMO_012.3Y,CREDIT,SPREAD,185.006250,bps_to_decimal,1,0,USD,DECIMAL,DEMO_012,3Y,ENERGY,ASIA,BB,SUBORDINATED,3
2026-07-20,DEMO_SYNTHETIC,DEMO_012-5Y,CR.CDS.DEMO_012.5Y,CREDIT,SPREAD,256.162500,bps_to_decimal,1,0,USD,DECIMAL,DEMO_012,5Y,ENERGY,ASIA,BB,SUBORDINATED,3
2026-07-20,DEMO_SYNTHETIC,DEMO_012-7Y,CR.CDS.DEMO_012.7Y,CREDIT,SPREAD,327.318750,bps_to_decimal,1,0,USD,DECIMAL,DEMO_012,7Y,ENERGY,ASIA,BB,SUBORDINATED,3
2026-07-20,DEMO_SYNTHETIC,DEMO_012-10Y,CR.CDS.DEMO_012.10Y,CREDIT,SPREAD,398.475000,bps_to_decimal,1,0,USD,DECIMAL,DEMO_012,10Y,ENERGY,ASIA,BB,SUBORDINATED,3
